"devMac","devName","devOwner","devType","devVendor","devFavorite","devGroup","devComments","devFirstConnection","devLastConnection","devLastIP","devPrimaryIPv4","devPrimaryIPv6","devVlan","devForceStatus","devStaticIP","devScan","devLogEvents","devAlertEvents","devAlertDown","devSkipRepeated","devLastNotification","devPresentLastScan","devIsNew","devLocation","devIsArchived","devParentMAC","devParentPort","devParentRelType","devIcon","devGUID","devSite","devSSID","devSyncHubNode","devSourcePlugin","devFQDN","devMacSource","devNameSource","devFQDNSource","devLastIPSource","devVendorSource","devSSIDSource","devParentMACSource","devParentPortSource","devParentRelTypeSource","devVlanSource","devCustomProps","devReqNicsOnline","devCanSleep"
"fa:ce:e1:f9:ee:25","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.20.117","192.168.20.117","","None","None","0","1","1","1","0","0","2026-07-18 02:55:01","1","1","","0","","","[]","","7c6b8920-33ff-4d7d-906b-edb28d5d1406","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:a7:07:c3:84","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.40.117","192.168.40.117","","None","None","0","1","1","1","0","0","2026-07-18 21:16:00","1","1","","0","","","[]","","3464098b-8b06-4179-8805-e2d2db269293","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:3f:44:7a:e2","(name not found)","","","","0","","","2026-07-18 02:54:09","2026-07-19 01:58:56","192.168.40.120","192.168.40.120","","None","None","0","1","1","1","0","0","2026-07-18 20:10:41","1","1","","0","","","[]","","fb08d4be-9627-409a-82cb-e46c1d9f31fc","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"02:d6:d5:b8:54:67","(name not found)","","","","0","","","2026-07-18 03:25:14","2026-07-18 14:46:53","172.19.0.8","172.19.0.8","","None","None","0","1","1","1","0","0","2026-07-18 15:43:54","0","1","","0","","","[]","","bfbbff3b-636c-4309-a96d-d20471cc962c","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"5a:9b:84:9b:27:ed","(name not found)","","","","0","","","2026-07-18 15:28:04","2026-07-18 20:19:25","172.19.0.8","172.19.0.8","","None","None","0","1","1","1","0","0","2026-07-18 20:30:00","0","1","","0","","","[]","","f53e14fc-c99f-4bf2-81cc-a4fa5cbaf693","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"a0:36:9f:31:2d:36","OPNsense.osier.local","","Gateway","Intel Corporate","0","","","2026-07-18 18:10:19","2026-07-19 01:58:56","192.168.1.1","192.168.1.1","","None","None","0","1","1","1","0","0","2026-07-18 18:11:14","1","1","","0","","","[]","PGkgY2xhc3M9ImZhIGZhLWdsb2JlIj48L2k+","1f81f019-7a4d-4d24-b6cf-ba132a167082","","","NAX-d884006e","ARPSCAN","None","ARPSCAN","PIHOLEAPI","NEWDEV","ARPSCAN","VNDRPDT","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:0b:3b:89:06","TRUENAS","","Server","","0","","","2026-07-18 18:15:05","2026-07-19 01:58:56","192.168.1.143","192.168.1.143","","None","None","0","1","1","1","0","0","2026-07-18 19:45:57","1","1","","0","","","[]","PGkgY2xhc3M9ImZhIGZhLXNlcnZlciI+PC9pPg==","16d94919-0837-48e2-a177-540b70faa63d","","","NAX-d884006e","NMAPDEV","TRUENAS","NMAPDEV","NBTSCAN","NBTSCAN","NMAPDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"a0:36:bc:30:64:6f","TUFLAPTOP","","Access Point","ASUSTek COMPUTER INC.","0","","","2026-07-18 18:42:16","2026-07-19 01:58:56","192.168.1.50","192.168.1.50","","None","None","0","1","1","1","0","0","2026-07-18 18:43:12","1","1","","0","","","[]","PGkgY2xhc3M9ImZhIGZhLW5ldHdvcmstd2lyZWQiPjwvaT4=","39135986-754f-4051-828f-099ac8712c4f","","","NAX-d884006e","PIHOLEAPI","TUFLAPTOP","PIHOLEAPI","NBTSCAN","NBTSCAN","PIHOLEAPI","VNDRPDT","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:56:5d:9d:c0","(name not found)","","","","0","","","2026-07-18 19:25:34","2026-07-19 01:58:56","192.168.20.100","192.168.20.100","","None","None","0","1","1","1","0","0","2026-07-18 19:26:28","1","1","","0","","","[]","","aa2ce6a5-2899-462b-a484-153985dc0d10","","","NAX-d884006e","NMAPDEV","None","NMAPDEV","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:6f:71:fe:20","(name not found)","","","","0","","","2026-07-18 19:30:26","2026-07-19 01:58:56","192.168.20.103","192.168.20.103","","None","None","0","1","1","1","0","0","2026-07-18 19:31:26","1","1","","0","","","[]","","7f67477c-7116-4966-b61b-94a7f5578164","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:b3:55:d9:43","TUFLAPTOP","","Laptop","","0","","","2026-07-18 19:30:26","2026-07-19 01:58:56","192.168.20.104","192.168.20.104","","Main","dont_force","0","1","1","1","0","0","2026-07-18 19:31:26","1","1","","0","","","default","PGkgY2xhc3M9ImZhIGZhLW5ldHdvcmstd2lyZWQiPjwvaT4=","6351e123-aa8b-4a3d-9a5e-c81932749d8a","","","NAX-d884006e","PIHOLEAPI","TUFLAPTOP","PIHOLEAPI","NBTSCAN","NBTSCAN","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","USER","USER","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","0"
"fa:ce:c8:9b:7e:bf","(name not found)","","","","0","","","2026-07-18 19:30:26","2026-07-19 01:58:56","192.168.40.102","192.168.40.102","","None","None","0","1","1","1","0","0","2026-07-18 19:31:26","1","1","","0","","","[]","","9fedd8f1-fdaf-4f89-805b-135323b2e367","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"fa:ce:5e:06:48:62","(name not found)","","","","0","","","2026-07-18 19:30:26","2026-07-19 01:58:56","192.168.40.101","192.168.40.101","","None","None","0","1","1","1","0","0","2026-07-18 19:31:26","1","1","","0","","","[]","","81f2294e-eb23-4ac1-be59-27cbcd0c4289","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
"22:6f:53:cd:0b:35","(unknown)","","","","0","","","2026-07-18 20:28:59","2026-07-19 01:58:56","172.19.0.8","172.19.0.8","","None","None","0","1","1","1","0","0","2026-07-18 20:30:00","1","1","","0","","","[]","","866fcd86-67f8-4649-a5b2-5be5197782aa","","","NAX-d884006e","PIHOLEAPI","None","PIHOLEAPI","NEWDEV","NEWDEV","PIHOLEAPI","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","NEWDEV","W1t7IkNVU1RQUk9QX2ljb24iOiJQR2tnWTJ4aGMzTTlJbVpoY3lCbVlTMTBjbUZ6YUMxaGJIUWlQand2YVQ0PSJ9LHsiQ1VTVFBST1BfdHlwZSI6ImRlbGV0ZV9kZXYifSx7IkNVU1RQUk9QX25hbWUiOiIifSx7IkNVU1RQUk9QX2FyZ3MiOiJEZWxldGUgZGV2aWNlIn0seyJDVVNUUFJPUF9ub3RlcyI6IiJ9LHsiQ1VTVFBST1Bfc2hvdyI6dHJ1ZX1dXQ==","0","None"
